date,store,day_of_week,is_weekend,month,temp_c,customers,hot_drinks,iced_drinks,pastries,revenue,staff_on_shift,avg_rating,promo
2025-08-12,Newtown,Tuesday,False,Aug,11.2,124,88,6,42,688.22,2,4.22,no
2025-08-13,Newtown,Wednesday,False,Aug,13.6,127,77,20,49,797.0,4,4.27,no
2025-08-14,Newtown,Thursday,False,Aug,18.0,118,51,30,43,676.06,2,4.32,no
2025-08-15,Newtown,Friday,False,Aug,18.5,121,64,43,50,901.36,3,4.5,yes
2025-08-16,Newtown,Saturday,True,Aug,12.0,150,81,23,54,830.51,3,4.13,no
2025-08-17,Newtown,Sunday,True,Aug,17.3,165,64,39,61,937.05,3,4.17,no
2025-08-18,Newtown,Monday,False,Aug,16.6,92,35,22,32,451.8,2,4.18,no
2025-08-19,Newtown,Tuesday,False,Aug,17.4,116,45,43,45,735.32,4,4.68,no
2025-08-20,Newtown,Wednesday,False,Aug,15.6,103,43,24,34,555.48,3,4.56,no
2025-08-21,Newtown,Thursday,False,Aug,14.9,76,37,12,34,485.19,2,3.83,no
2025-08-22,Newtown,Friday,False,Aug,14.3,121,46,19,38,541.33,2,4.27,no
2025-08-23,Newtown,Saturday,True,Aug,17.7,148,67,34,56,866.42,3,3.67,no
2025-08-24,Newtown,Sunday,True,Aug,17.0,150,49,50,50,810.4,4,4.18,no
2025-08-25,Newtown,Monday,False,Aug,14.2,130,51,23,49,629.19,3,4.31,no
2025-08-26,Newtown,Tuesday,False,Aug,14.6,87,34,15,50,550.14,3,4.2,no
2025-08-27,Newtown,Wednesday,False,Aug,16.0,91,41,13,33,421.04,2,4.72,no
2025-08-28,Newtown,Thursday,False,Aug,14.9,120,53,23,41,664.36,3,4.52,no
2025-08-29,Newtown,Friday,False,Aug,10.7,113,51,5,46,546.43,3,3.8,no
2025-08-30,Newtown,Saturday,True,Aug,16.2,147,72,33,69,937.08,5,4.38,no
2025-08-31,Newtown,Sunday,True,Aug,17.8,150,78,36,37,757.59,5,4.53,no
2025-09-01,Newtown,Monday,False,Sep,16.7,116,56,20,35,616.5,3,4.39,yes
2025-09-02,Newtown,Tuesday,False,Sep,17.0,110,69,19,48,710.51,3,4.69,no
2025-09-03,Newtown,Wednesday,False,Sep,17.8,125,67,31,56,848.07,2,4.49,no
2025-09-04,Newtown,Thursday,False,Sep,18.3,75,43,9,20,383.83,2,4.57,no
2025-09-05,Newtown,Friday,False,Sep,13.6,120,54,15,27,582.5,2,4.23,no
2025-09-06,Newtown,Saturday,True,Sep,13.8,150,83,23,50,829.49,4,4.17,no
2025-09-07,Newtown,Sunday,True,Sep,11.9,140,89,4,51,774.38,3,4.54,no
2025-09-08,Newtown,Monday,False,Sep,17.2,97,36,33,20,473.66,2,4.65,no
2025-09-09,Newtown,Tuesday,False,Sep,20.7,145,43,45,46,750.07,2,4.11,no
2025-09-10,Newtown,Wednesday,False,Sep,14.7,111,74,13,60,740.64,2,4.34,no
2025-09-11,Newtown,Thursday,False,Sep,18.2,124,60,39,65,894.92,3,4.32,no
2025-09-12,Newtown,Friday,False,Sep,19.6,126,56,47,71,933.94,3,4.57,no
2025-09-13,Newtown,Saturday,True,Sep,16.6,131,57,28,50,754.65,3,4.01,no
2025-09-14,Newtown,Sunday,True,Sep,18.2,172,77,46,52,931.29,3,4.37,no
2025-09-15,Newtown,Monday,False,Sep,15.4,99,42,20,49,601.13,2,4.58,yes
2025-09-16,Newtown,Tuesday,False,Sep,14.7,128,74,17,42,668.56,2,4.31,yes
2025-09-17,Newtown,Wednesday,False,Sep,14.2,141,63,22,72,825.37,4,3.49,no
2025-09-18,Newtown,Thursday,False,Sep,18.5,114,38,33,52,685.33,3,4.14,no
2025-09-19,Newtown,Friday,False,Sep,19.0,127,51,37,43,729.98,4,4.26,no
2025-09-20,Newtown,Saturday,True,Sep,24.6,132,39,60,62,897.34,2,3.96,no
2025-09-21,Newtown,Sunday,True,Sep,18.3,145,52,35,41,676.55,3,4.26,no
2025-09-22,Newtown,Monday,False,Sep,22.5,89,31,40,48,697.47,2,4.42,no
2025-09-23,Newtown,Tuesday,False,Sep,21.1,123,60,39,46,771.72,3,4.19,no
2025-09-24,Newtown,Wednesday,False,Sep,19.2,155,63,48,55,913.25,3,4.45,no
2025-09-25,Newtown,Thursday,False,Sep,19.3,123,57,35,52,792.74,3,4.57,no
2025-09-26,Newtown,Friday,False,Sep,22.5,115,37,52,44,718.03,3,4.42,yes
2025-09-27,Newtown,Saturday,True,Sep,20.4,159,56,47,66,929.74,5,4.9,no
2025-09-28,Newtown,Sunday,True,Sep,21.1,166,57,59,39,875.44,4,4.33,no
2025-09-29,Newtown,Monday,False,Sep,22.1,131,44,51,56,857.9,4,4.06,no
2025-09-30,Newtown,Tuesday,False,Sep,17.5,111,36,42,41,645.86,3,4.2,no
2025-10-01,Newtown,Wednesday,False,Oct,20.3,130,53,42,43,729.01,3,3.99,yes
2025-10-02,Newtown,Thursday,False,Oct,18.9,103,51,28,39,663.54,3,4.28,no
2025-10-03,Newtown,Friday,False,Oct,20.4,100,25,37,25,466.17,2,4.34,no
2025-10-04,Newtown,Saturday,True,Oct,19.1,168,77,35,67,982.39,4,4.12,no
2025-10-05,Newtown,Sunday,True,Oct,22.8,192,55,89,86,1295.31,4,4.51,no
2025-10-06,Newtown,Monday,False,Oct,14.6,138,86,18,55,831.89,4,4.22,no
2025-10-07,Newtown,Tuesday,False,Oct,19.6,104,36,28,44,587.57,3,4.63,no
2025-10-08,Newtown,Wednesday,False,Oct,23.7,135,38,56,42,780.41,3,4.03,no
2025-10-09,Newtown,Thursday,False,Oct,20.4,122,40,38,51,650.96,3,4.6,no
2025-10-10,Newtown,Friday,False,Oct,24.1,120,36,55,41,748.48,3,3.73,no
2025-10-11,Newtown,Saturday,True,Oct,15.8,146,71,21,52,780.15,4,4.05,no
2025-10-12,Newtown,Sunday,True,Oct,22.9,150,38,56,63,881.09,3,3.89,no
2025-10-13,Newtown,Monday,False,Oct,22.5,111,41,35,49,713.66,3,4.32,no
2025-10-14,Newtown,Tuesday,False,Oct,22.4,128,34,52,41,700.36,3,4.14,no
2025-10-15,Newtown,Wednesday,False,Oct,24.4,140,46,56,63,903.5,4,3.89,yes
2025-10-16,Newtown,Thursday,False,Oct,21.4,129,48,55,33,712.92,2,4.51,no
2025-10-17,Newtown,Friday,False,Oct,24.9,129,38,55,40,763.69,2,4.29,no
2025-10-18,Newtown,Saturday,True,Oct,25.4,150,34,72,66,962.4,3,4.01,no
2025-10-19,Newtown,Sunday,True,Oct,20.8,153,45,58,60,925.99,3,3.67,no
2025-10-20,Newtown,Monday,False,Oct,18.4,108,49,28,38,598.97,3,4.35,no
2025-10-21,Newtown,Tuesday,False,Oct,20.4,119,51,38,47,738.66,4,4.25,yes
2025-10-22,Newtown,Wednesday,False,Oct,23.4,111,18,50,52,642.16,2,4.31,no
2025-10-23,Newtown,Thursday,False,Oct,21.4,113,56,47,52,849.55,2,4.06,no
2025-10-24,Newtown,Friday,False,Oct,25.5,140,46,72,47,904.98,2,4.26,no
2025-10-25,Newtown,Saturday,True,Oct,23.6,146,54,61,55,870.78,3,4.18,no
2025-10-26,Newtown,Sunday,True,Oct,23.1,173,62,67,74,1112.29,4,4.34,no
2025-10-27,Newtown,Monday,False,Oct,23.3,128,48,41,55,803.14,2,4.05,no
2025-10-28,Newtown,Tuesday,False,Oct,24.7,128,40,57,57,834.51,2,4.56,no
2025-10-29,Newtown,Wednesday,False,Oct,25.7,112,49,46,41,709.52,2,4.23,no
2025-10-30,Newtown,Thursday,False,Oct,24.5,105,37,44,45,698.82,2,3.73,no
2025-10-31,Newtown,Friday,False,Oct,21.4,115,46,40,43,683.6,3,4.87,no
2025-11-01,Newtown,Saturday,True,Nov,23.8,175,65,63,72,1089.95,5,4.53,yes
2025-11-02,Newtown,Sunday,True,Nov,26.1,128,44,58,43,762.22,2,4.7,no
2025-11-03,Newtown,Monday,False,Nov,26.9,125,3,73,36,712.3,3,4.36,no
2025-11-04,Newtown,Tuesday,False,Nov,20.3,117,38,37,56,744.93,2,4.53,no
2025-11-05,Newtown,Wednesday,False,Nov,25.7,116,10,70,42,738.31,3,3.84,no
2025-11-06,Newtown,Thursday,False,Nov,24.9,112,35,46,40,700.24,2,4.58,yes
2025-11-07,Newtown,Friday,False,Nov,26.8,119,7,74,55,783.18,2,4.68,no
2025-11-08,Newtown,Saturday,True,Nov,27.7,189,65,97,83,1364.03,4,4.09,no
2025-11-09,Newtown,Sunday,True,Nov,27.8,182,40,98,63,1121.89,4,4.47,no
2025-11-10,Newtown,Monday,False,Nov,24.1,109,30,50,26,624.59,3,4.3,no
2025-11-11,Newtown,Tuesday,False,Nov,25.8,111,38,59,51,834.44,3,4.45,no
2025-11-12,Newtown,Wednesday,False,Nov,24.0,125,33,49,50,765.31,2,4.56,no
2025-11-13,Newtown,Thursday,False,Nov,27.3,145,53,71,51,988.42,2,4.55,no
2025-11-14,Newtown,Friday,False,Nov,24.9,110,43,51,46,766.71,2,3.99,no
2025-11-15,Newtown,Saturday,True,Nov,22.4,164,52,69,60,991.86,4,4.47,yes
2025-11-16,Newtown,Sunday,True,Nov,30.1,159,31,88,49,961.92,3,4.04,no
2025-11-17,Newtown,Monday,False,Nov,29.2,136,32,74,54,925.09,3,3.93,no
2025-11-18,Newtown,Tuesday,False,Nov,24.4,120,45,51,41,760.83,3,4.14,no
2025-11-19,Newtown,Wednesday,False,Nov,25.8,132,21,64,34,604.83,3,4.36,no
2025-11-20,Newtown,Thursday,False,Nov,25.7,121,37,53,45,730.51,4,4.57,no
2025-11-21,Newtown,Friday,False,Nov,32.6,161,28,115,55,1141.25,3,4.16,no
2025-11-22,Newtown,Saturday,True,Nov,26.3,147,49,82,69,1084.24,4,4.06,no
2025-11-23,Newtown,Sunday,True,Nov,29.2,193,41,107,61,1195.28,4,4.15,no
2025-11-24,Newtown,Monday,False,Nov,27.5,128,37,69,60,905.66,2,4.42,no
2025-11-25,Newtown,Tuesday,False,Nov,31.2,138,21,97,46,979.8,3,4.1,no
2025-11-26,Newtown,Wednesday,False,Nov,27.2,141,52,70,44,942.79,3,4.69,no
2025-11-27,Newtown,Thursday,False,Nov,29.9,81,33,43,32,602.81,2,4.97,no
2025-11-28,Newtown,Friday,False,Nov,27.9,121,20,69,31,655.83,3,4.36,no
2025-11-29,Newtown,Saturday,True,Nov,24.2,160,59,66,64,1040.0,3,4.34,yes
2025-11-30,Newtown,Sunday,True,Nov,30.5,198,29,121,96,1433.37,5,4.33,no
2025-12-01,Newtown,Monday,False,Dec,28.7,132,30,65,49,820.35,3,4.42,yes
2025-12-02,Newtown,Tuesday,False,Dec,24.0,114,40,45,41,746.42,2,4.22,no
2025-12-03,Newtown,Wednesday,False,Dec,33.2,130,13,88,50,874.39,4,4.08,no
2025-12-04,Newtown,Thursday,False,Dec,27.4,137,41,74,57,983.72,3,4.56,no
2025-12-05,Newtown,Friday,False,Dec,29.7,106,18,59,23,611.83,3,4.61,no
2025-12-06,Newtown,Saturday,True,Dec,32.7,150,1,108,58,996.52,4,4.49,no
2025-12-07,Newtown,Sunday,True,Dec,27.3,164,46,80,59,1001.38,4,3.98,no
2025-12-08,Newtown,Monday,False,Dec,27.3,118,22,65,31,662.4,2,3.85,no
2025-12-09,Newtown,Tuesday,False,Dec,32.1,108,25,80,28,780.36,2,4.52,no
2025-12-10,Newtown,Wednesday,False,Dec,30.9,124,27,80,25,761.68,3,4.47,no
2025-12-11,Newtown,Thursday,False,Dec,31.3,118,11,79,51,818.61,3,4.34,no
2025-12-12,Newtown,Friday,False,Dec,28.7,112,31,68,29,673.53,3,4.14,no
2025-12-13,Newtown,Saturday,True,Dec,35.3,169,19,119,66,1231.31,4,3.95,yes
2025-12-14,Newtown,Sunday,True,Dec,34.3,150,27,107,59,1112.03,3,4.34,no
2025-12-15,Newtown,Monday,False,Dec,30.3,145,37,89,56,1060.25,3,4.79,yes
2025-12-16,Newtown,Tuesday,False,Dec,33.0,140,26,89,26,810.65,3,4.06,no
2025-12-17,Newtown,Wednesday,False,Dec,31.6,156,14,100,38,892.35,4,4.62,no
2025-12-18,Newtown,Thursday,False,Dec,28.4,120,29,65,51,826.09,4,4.35,no
2025-12-19,Newtown,Friday,False,Dec,32.7,144,11,93,43,875.68,4,4.4,no
2025-12-20,Newtown,Saturday,True,Dec,33.4,165,33,129,69,1334.04,4,3.91,yes
2025-12-21,Newtown,Sunday,True,Dec,28.2,175,59,94,59,1199.06,4,4.75,no
2025-12-22,Newtown,Monday,False,Dec,26.5,117,25,60,48,758.85,2,4.21,no
2025-12-23,Newtown,Tuesday,False,Dec,30.2,133,24,82,63,939.22,3,4.16,no
2025-12-24,Newtown,Wednesday,False,Dec,32.6,140,24,98,58,1036.89,4,4.58,no
2025-12-25,Newtown,Thursday,False,Dec,31.2,135,26,73,49,872.81,4,4.35,no
2025-12-26,Newtown,Friday,False,Dec,31.8,145,15,98,45,905.19,3,4.58,no
2025-12-27,Newtown,Saturday,True,Dec,36.0,201,7,160,82,1488.53,4,3.94,yes
2025-12-28,Newtown,Sunday,True,Dec,33.8,172,29,112,70,1188.65,5,4.09,no
2025-12-29,Newtown,Monday,False,Dec,32.4,121,19,79,42,831.29,3,3.82,no
2025-12-30,Newtown,Tuesday,False,Dec,27.8,128,29,70,57,885.02,3,4.77,no
2025-12-31,Newtown,Wednesday,False,Dec,30.4,131,28,77,41,881.87,4,3.67,no
2025-01-01,Chatswood,Wednesday,False,Jan,30.6,96,32,46,25,593.62,2,4.73,yes
2025-01-02,Chatswood,Thursday,False,Jan,28.5,125,46,62,57,929.84,2,4.74,no
2025-01-03,Chatswood,Friday,False,Jan,26.6,74,15,33,34,467.24,2,4.16,no
2025-01-04,Chatswood,Saturday,True,Jan,29.4,123,41,56,41,726.42,2,4.18,no
2025-01-05,Chatswood,Sunday,True,Jan,25.5,136,40,68,59,988.44,3,4.14,no
2025-01-06,Chatswood,Monday,False,Jan,35.0,108,4,77,47,764.98,2,4.16,no
2025-01-07,Chatswood,Tuesday,False,Jan,32.5,103,21,76,42,834.39,3,4.74,no
2025-01-08,Chatswood,Wednesday,False,Jan,32.7,126,13,89,50,949.04,3,4.15,no
2025-01-09,Chatswood,Thursday,False,Jan,30.2,87,24,43,28,575.17,2,3.93,no
2025-01-10,Chatswood,Friday,False,Jan,28.1,119,44,60,51,917.57,3,4.57,no
2025-01-11,Chatswood,Saturday,True,Jan,30.0,133,21,87,57,938.06,2,4.29,no
2025-01-12,Chatswood,Sunday,True,Jan,31.1,160,27,99,58,1058.49,3,4.25,no
2025-01-13,Chatswood,Monday,False,Jan,28.6,123,22,74,42,758.34,3,4.14,no
2025-01-14,Chatswood,Tuesday,False,Jan,26.9,109,20,63,60,844.91,3,4.09,no
2025-01-15,Chatswood,Wednesday,False,Jan,33.8,107,9,87,21,709.85,4,4.16,yes
2025-01-16,Chatswood,Thursday,False,Jan,33.2,98,0,68,21,532.53,2,3.8,no
2025-01-17,Chatswood,Friday,False,Jan,32.2,95,29,50,32,646.28,3,4.23,no
2025-01-18,Chatswood,Saturday,True,Jan,33.1,138,33,82,55,956.13,3,4.2,no
2025-01-19,Chatswood,Sunday,True,Jan,33.1,125,23,75,35,790.42,2,3.8,no
2025-01-20,Chatswood,Monday,False,Jan,25.3,120,41,55,50,818.29,2,4.51,no
2025-01-21,Chatswood,Tuesday,False,Jan,28.4,100,10,50,49,621.86,2,3.76,no
2025-01-22,Chatswood,Wednesday,False,Jan,30.7,116,15,71,49,742.15,2,4.27,no
2025-01-23,Chatswood,Thursday,False,Jan,33.8,103,15,71,37,703.3,3,4.16,no
2025-01-24,Chatswood,Friday,False,Jan,34.0,107,21,72,39,779.23,2,4.08,no
2025-01-25,Chatswood,Saturday,True,Jan,33.7,157,18,117,61,1141.61,4,4.25,no
2025-01-26,Chatswood,Sunday,True,Jan,33.4,151,18,107,53,1043.83,3,3.96,no
2025-01-27,Chatswood,Monday,False,Jan,28.2,117,24,55,36,658.22,2,4.78,yes
2025-01-28,Chatswood,Tuesday,False,Jan,24.7,106,21,49,39,621.03,2,4.26,no
2025-01-29,Chatswood,Wednesday,False,Jan,29.4,103,32,52,33,687.72,4,4.77,no
2025-01-30,Chatswood,Thursday,False,Jan,31.7,101,8,67,29,611.59,2,4.64,no
2025-01-31,Chatswood,Friday,False,Jan,31.5,102,26,64,39,736.04,3,4.34,no
2025-02-01,Chatswood,Saturday,True,Feb,30.0,155,29,89,68,1093.97,4,4.06,yes
2025-02-02,Chatswood,Sunday,True,Feb,31.7,133,8,88,48,874.95,3,3.62,no
2025-02-03,Chatswood,Monday,False,Feb,31.4,100,15,63,48,725.66,2,4.05,no
2025-02-04,Chatswood,Tuesday,False,Feb,33.3,113,23,73,52,851.56,3,4.62,no
2025-02-05,Chatswood,Wednesday,False,Feb,31.6,109,21,62,49,797.86,3,4.61,no
2025-02-06,Chatswood,Thursday,False,Feb,28.0,108,17,61,33,642.91,2,4.44,no
2025-02-07,Chatswood,Friday,False,Feb,32.4,96,0,66,45,662.21,3,3.84,no
2025-02-08,Chatswood,Saturday,True,Feb,32.1,150,36,87,65,1105.54,3,3.86,no
2025-02-09,Chatswood,Sunday,True,Feb,35.5,144,7,114,52,1021.67,3,4.22,no
2025-02-10,Chatswood,Monday,False,Feb,29.1,116,20,66,59,863.06,3,3.82,no
2025-02-11,Chatswood,Tuesday,False,Feb,33.4,97,0,76,34,647.2,2,4.26,no
2025-02-12,Chatswood,Wednesday,False,Feb,29.2,108,25,62,33,685.59,3,4.54,no
2025-02-13,Chatswood,Thursday,False,Feb,28.9,92,19,47,24,526.84,3,4.35,no
2025-02-14,Chatswood,Friday,False,Feb,30.3,94,33,63,11,619.77,2,4.36,yes
2025-02-15,Chatswood,Saturday,True,Feb,26.0,138,39,64,52,857.96,4,3.95,yes
2025-02-16,Chatswood,Sunday,True,Feb,28.7,124,41,68,46,850.93,2,4.44,no
2025-02-17,Chatswood,Monday,False,Feb,31.2,95,19,56,21,584.43,2,4.34,no
2025-02-18,Chatswood,Tuesday,False,Feb,35.5,108,2,86,39,757.41,3,4.03,yes
2025-02-19,Chatswood,Wednesday,False,Feb,36.6,91,10,60,33,643.69,2,4.63,no
2025-02-20,Chatswood,Thursday,False,Feb,29.3,106,28,56,37,691.42,2,3.73,no
2025-02-21,Chatswood,Friday,False,Feb,29.4,101,19,74,42,765.52,2,4.37,no
2025-02-22,Chatswood,Saturday,True,Feb,32.9,147,12,103,50,1000.59,3,4.16,no
2025-02-23,Chatswood,Sunday,True,Feb,29.3,134,36,76,54,921.33,3,4.4,no
2025-02-24,Chatswood,Monday,False,Feb,29.5,101,8,51,31,526.29,2,4.66,no
2025-02-25,Chatswood,Tuesday,False,Feb,28.8,107,39,58,35,718.92,2,4.64,no
2025-02-26,Chatswood,Wednesday,False,Feb,26.9,109,20,63,47,729.47,3,4.01,no
2025-02-27,Chatswood,Thursday,False,Feb,27.6,91,29,47,27,627.22,2,4.4,no
2025-02-28,Chatswood,Friday,False,Feb,28.4,112,24,56,35,622.48,3,4.08,no
2025-03-01,Chatswood,Saturday,True,Mar,25.3,133,31,62,31,687.55,3,4.04,yes
2025-03-02,Chatswood,Sunday,True,Mar,29.0,116,41,67,52,923.2,2,4.17,no
2025-03-03,Chatswood,Monday,False,Mar,27.4,108,35,50,42,653.52,2,4.45,no
2025-03-04,Chatswood,Tuesday,False,Mar,29.0,116,20,65,52,838.18,2,4.71,no
2025-03-05,Chatswood,Wednesday,False,Mar,24.3,91,41,34,35,586.41,2,4.69,no
2025-03-06,Chatswood,Thursday,False,Mar,26.1,105,36,46,48,726.72,2,4.33,no
2025-03-07,Chatswood,Friday,False,Mar,31.7,128,5,82,42,727.23,2,4.24,yes
2025-03-08,Chatswood,Saturday,True,Mar,26.1,148,33,72,59,897.66,3,4.06,no
2025-03-09,Chatswood,Sunday,True,Mar,26.8,129,36,67,51,896.7,2,4.39,no
2025-03-10,Chatswood,Monday,False,Mar,27.4,75,13,45,34,535.34,2,4.64,no
2025-03-11,Chatswood,Tuesday,False,Mar,29.2,85,21,43,46,599.64,2,4.49,no
2025-03-12,Chatswood,Wednesday,False,Mar,23.9,77,12,37,32,475.85,2,4.42,no
2025-03-13,Chatswood,Thursday,False,Mar,26.7,88,24,45,35,602.17,2,3.89,no
2025-03-14,Chatswood,Friday,False,Mar,29.4,88,23,49,31,559.72,2,4.56,no
2025-03-15,Chatswood,Saturday,True,Mar,22.6,127,28,49,49,707.7,3,4.3,yes
2025-03-16,Chatswood,Sunday,True,Mar,24.1,116,34,48,57,766.74,3,4.31,no
2025-03-17,Chatswood,Monday,False,Mar,28.3,94,32,42,46,663.54,2,4.11,yes
2025-03-18,Chatswood,Tuesday,False,Mar,29.1,100,25,59,11,549.87,3,4.36,no
2025-03-19,Chatswood,Wednesday,False,Mar,24.2,106,35,48,29,631.3,3,4.3,no
2025-03-20,Chatswood,Thursday,False,Mar,28.2,108,23,54,34,660.19,3,4.0,no
2025-03-21,Chatswood,Friday,False,Mar,26.2,113,35,57,47,793.63,2,4.42,no
2025-03-22,Chatswood,Saturday,True,Mar,25.5,152,45,65,49,914.4,4,4.08,no
2025-03-23,Chatswood,Sunday,True,Mar,24.5,117,42,46,49,737.42,3,4.52,no
2025-03-24,Chatswood,Monday,False,Mar,26.3,89,31,34,30,509.47,2,4.14,yes
2025-03-25,Chatswood,Tuesday,False,Mar,27.0,89,27,56,31,654.4,3,4.04,no
2025-03-26,Chatswood,Wednesday,False,Mar,23.7,86,23,40,33,541.53,2,4.72,yes
2025-03-27,Chatswood,Thursday,False,Mar,22.9,82,32,28,32,509.97,2,4.42,no
2025-03-28,Chatswood,Friday,False,Mar,30.0,84,18,52,29,595.2,2,4.09,no
2025-03-29,Chatswood,Saturday,True,Mar,29.1,119,33,67,50,873.84,3,3.8,no
2025-03-30,Chatswood,Sunday,True,Mar,20.6,121,54,34,31,642.82,2,4.84,no
2025-03-31,Chatswood,Monday,False,Mar,24.4,84,39,33,34,549.77,2,4.25,no
2025-04-01,Chatswood,Tuesday,False,Apr,24.0,102,47,50,44,750.82,2,4.77,yes
2025-04-02,Chatswood,Wednesday,False,Apr,25.2,75,21,31,25,446.25,2,4.67,no
2025-04-03,Chatswood,Thursday,False,Apr,24.7,94,40,35,23,500.71,3,4.41,no
2025-04-04,Chatswood,Friday,False,Apr,27.1,82,16,50,35,599.36,2,4.19,no
2025-04-05,Chatswood,Saturday,True,Apr,24.1,142,65,48,45,911.55,3,4.79,no
2025-04-06,Chatswood,Sunday,True,Apr,27.9,135,34,75,28,745.3,2,4.31,no
2025-04-07,Chatswood,Monday,False,Apr,25.5,100,18,54,41,634.28,2,3.8,no
2025-04-08,Chatswood,Tuesday,False,Apr,21.0,90,29,25,59,619.52,2,4.24,no
2025-04-09,Chatswood,Wednesday,False,Apr,19.4,108,52,26,36,587.78,4,4.12,no
2025-04-10,Chatswood,Thursday,False,Apr,21.6,84,30,36,20,520.54,2,3.92,no
2025-04-11,Chatswood,Friday,False,Apr,24.3,83,29,29,24,463.61,2,3.95,no
2025-04-12,Chatswood,Saturday,True,Apr,21.9,143,59,48,48,854.49,3,4.4,no
2025-04-13,Chatswood,Sunday,True,Apr,20.5,150,43,55,67,910.08,4,3.9,no
2025-04-14,Chatswood,Monday,False,Apr,21.1,86,53,22,32,557.2,2,4.6,no
2025-04-15,Chatswood,Tuesday,False,Apr,21.6,78,26,31,15,451.11,2,4.0,yes
2025-04-16,Chatswood,Wednesday,False,Apr,19.9,103,41,39,43,664.76,4,4.22,no
2025-04-17,Chatswood,Thursday,False,Apr,22.8,91,40,40,14,511.56,3,4.7,no
2025-04-18,Chatswood,Friday,False,Apr,23.4,96,26,40,45,650.88,3,4.38,no
2025-04-19,Chatswood,Saturday,True,Apr,24.5,166,51,72,79,1097.54,2,4.55,no
2025-04-20,Chatswood,Sunday,True,Apr,22.4,143,52,63,64,975.52,4,4.03,no
2025-04-21,Chatswood,Monday,False,Apr,20.8,79,29,20,26,410.52,2,4.14,no
2025-04-22,Chatswood,Tuesday,False,Apr,21.6,99,35,40,41,658.94,2,4.35,no
2025-04-23,Chatswood,Wednesday,False,Apr,21.6,105,52,34,35,680.6,3,4.37,no
2025-04-24,Chatswood,Thursday,False,Apr,22.0,89,44,27,16,489.95,2,4.57,no
2025-04-25,Chatswood,Friday,False,Apr,25.3,87,58,27,33,624.41,2,4.21,yes
2025-04-26,Chatswood,Saturday,True,Apr,18.6,151,73,37,69,953.9,4,4.15,no
2025-04-27,Chatswood,Sunday,True,Apr,18.3,138,48,43,61,809.69,3,4.5,no
2025-04-28,Chatswood,Monday,False,Apr,21.8,89,44,23,36,560.77,2,4.11,no
2025-04-29,Chatswood,Tuesday,False,Apr,19.4,80,38,21,37,526.46,2,4.22,no
2025-04-30,Chatswood,Wednesday,False,Apr,22.8,86,23,31,29,450.59,3,4.68,no
2025-05-01,Chatswood,Thursday,False,May,21.7,89,42,21,27,487.6,2,4.11,yes
2025-05-02,Chatswood,Friday,False,May,23.3,93,21,33,55,587.06,2,4.37,no
2025-05-03,Chatswood,Saturday,True,May,16.0,96,33,20,33,515.39,2,4.48,no
2025-05-04,Chatswood,Sunday,True,May,26.8,119,28,62,39,759.46,2,4.01,no
2025-05-05,Chatswood,Monday,False,May,18.2,92,32,25,29,519.05,2,4.67,no
2025-05-06,Chatswood,Tuesday,False,May,19.7,83,37,13,38,496.97,2,4.11,no
2025-05-07,Chatswood,Wednesday,False,May,15.7,93,43,22,27,498.59,2,4.4,no
2025-05-08,Chatswood,Thursday,False,May,18.9,81,16,17,31,354.16,2,4.71,no
2025-05-09,Chatswood,Friday,False,May,22.7,89,34,32,41,623.57,2,4.23,no
2025-05-10,Chatswood,Saturday,True,May,17.6,132,75,36,55,873.4,2,4.34,no
2025-05-11,Chatswood,Sunday,True,May,14.9,111,52,19,49,623.67,2,4.27,no
2025-05-12,Chatswood,Monday,False,May,22.0,92,16,42,18,396.78,2,4.32,no
2025-05-13,Chatswood,Tuesday,False,May,18.7,91,40,14,38,454.82,2,4.16,no
2025-05-14,Chatswood,Wednesday,False,May,15.5,70,33,10,33,385.06,2,4.14,no
2025-05-15,Chatswood,Thursday,False,May,22.9,60,11,27,22,300.43,2,4.05,yes
2025-05-16,Chatswood,Friday,False,May,18.9,105,36,22,49,626.9,2,3.69,no
2025-05-17,Chatswood,Saturday,True,May,19.7,141,46,42,63,791.51,3,4.1,no
2025-05-18,Chatswood,Sunday,True,May,18.6,109,54,30,50,753.04,2,3.79,no
2025-05-19,Chatswood,Monday,False,May,17.6,92,46,20,25,501.71,3,4.32,no
2025-05-20,Chatswood,Tuesday,False,May,18.6,95,39,29,33,587.42,2,4.61,no
2025-05-21,Chatswood,Wednesday,False,May,18.0,78,32,10,20,358.26,2,4.08,no
2025-05-22,Chatswood,Thursday,False,May,16.6,88,33,22,21,407.12,2,4.49,no
2025-05-23,Chatswood,Friday,False,May,15.3,92,36,13,36,440.79,2,4.52,no
2025-05-24,Chatswood,Saturday,True,May,13.5,111,55,19,48,635.53,3,4.15,no
2025-05-25,Chatswood,Sunday,True,May,16.3,118,57,23,53,689.31,2,4.39,no
2025-05-26,Chatswood,Monday,False,May,18.8,74,38,23,35,562.36,2,3.5,no
2025-05-27,Chatswood,Tuesday,False,May,14.1,77,36,1,25,342.94,2,4.47,no
2025-05-28,Chatswood,Wednesday,False,May,14.9,78,34,24,25,467.28,2,4.74,no
2025-05-29,Chatswood,Thursday,False,May,14.5,85,33,12,39,461.96,2,4.45,no
2025-05-30,Chatswood,Friday,False,May,16.8,99,39,18,35,485.32,2,4.48,no
2025-05-31,Chatswood,Saturday,True,May,12.3,100,64,11,47,630.75,2,4.21,no
